dataset_id,num_tags,num_branches,num_commits_substantive,eligible,eligibility_reason,status,error_category,error
adrianrm/wikiart-artist-fernando-botero,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
rainbow1024/gdpval,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
risashinoda/feather_yolo,0,0,0,False,,access_restricted,access_restricted,"403 Client Error. (Request ID: Root=1-6a6a1cce-7dd2067d02d0cb5c75748233;13413e00-093e-469f-b8f3-4e24ee90e51f)

Cannot ac"
harsha28/legal-reasoning-lfqa-merged,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Qipei/Task_twoarms_pickup_mobile_021,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
jinhe1234/three_pos_pickup_39_include_risk_intervention,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Hugues898/M3_DATASET,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
SALT-NLP/ProtectAndServe,0,0,0,False,,access_restricted,access_restricted,"403 Client Error. (Request ID: Root=1-6a6a1cce-5e8c5db725f2581a65a5c094;0f323719-f36f-4ce2-a988-12d3282aadc3)

Cannot ac"
oliveoil8888/pick-place-cube-box-1,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
epchannel/mobileshop,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
scbirlab/steshin-2023-lohi,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
tesseract-research/atlas-global,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
excosion/260107-1,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
electricsheepafrica/africa-world-bank-energy-and-mining-indicators-for-guinea-bissau,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
GumJump/scanqa_images_32_336x224_672x448_multiturn,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
rediska0123/test_planning_trips,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
TheFactoryX/edition_1509_open-thoughts-OpenThoughts-114k-readymade,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
anonymous-submission-hf/tactile-mnist-touch-starstruck-syn-single-t32-64x64,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
huseinzol05/malaysian-normalizer-6k-qwen3,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
shuohsuan/data5m,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
G4KMU/flare-tatqa-german,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
archivartaunik/ivan-chygrynau-plach-perapelki-margaryta-zakharyia,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
hienng/thorsten-dataset-2-text,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
test-gen/code_livecodebench_qwen2.5-3b_t0.1_n8_tests_livecodebench_qwen2.5-14b_t0.0_n1,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
roxyroxygod/textbooks,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
DCAgent3/swebench_verified_random_100_folders_g1_selective_top8_diverse_31600_glm47_trac9ea755a2,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Nikrai/31-07,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Corianas/VPT7.0,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
eekay/gemma-2b-it-type2-eagle-numbers,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
strategy-scope/res_exp_best-config-165-gpt4.1mini_20260407_111647-20260407_122901,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
CodeDPO/codedpo_20241208,0,0,0,False,,access_restricted,access_restricted,"403 Client Error. (Request ID: Root=1-6a6a1cce-345993b62947101572e0b7fd;88746f3b-205e-45b9-ae9d-b923be6642d1)

Cannot ac"
CarolinePascal/rollout_act_pickandplace_mps_20260514_194829,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
KarsenWahal/newswire-1940-1949,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
2RF2DFAD/DASFSD70110,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
MinVer001/microsoftexcel,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
GamesMais18/CrossedLinesDados,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
brendan-gho/gemma4b_raven_nums,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
89r3gk3/m9n3_ym5GHZcefg964,0,0,0,False,,access_restricted,access_restricted,"403 Client Error. (Request ID: Root=1-6a6a1ccf-116de0290c9df7c21183202b;1e73a996-d97b-4eb5-89ee-66bb6ed63b78)

Cannot ac"
FarmerlineML/2026_krio_TTS,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
radioKale/lerobot_cr_04,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
6yt54y5y/468Ceo2,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
tcltcl/small-simple-wikipedia,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
alexandrlukashov/20k_sampled_multilang,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Vambo-AI/Languages,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
HyperCactus0/mirad_english_sentence_pairs,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
jesbu1/roboarena_02_03_2026,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
nikos74/RSyntHyperPDID,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
LeviRoxxx/amelialora,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
WWZzz/bigym_wallcupboardclose,2,1,2,True,Criteri A: tags>=2 amb commits substantius,classified,,
open-llm-leaderboard/Sao10K__L3-8B-Lunaris-v1-details,0,0,0,False,,access_restricted,access_restricted,"403 Client Error. (Request ID: Root=1-6a6a1ccf-50b1fad02ece9ae956226cdb;ae489b1b-2788-4d22-b486-1c106dc1d672)

Cannot ac"
doyun02/record-real,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Escalibur/realSergio,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Quinnnie/babybooca,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
jerry128/hotpotqa-filtered-disjoint-2,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Ashima/rlvr_task1209_atomic_classification_objectuse,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
VGraf/self-talk_gpt3.5_gpt4o_prefpairs_truncated2048,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
nanaj/3year_girl,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
zxx-silence/fenda-for-textual-inversion,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
shylee/eval_ACT_so100_gauze_ckpt007500,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
open-llm-leaderboard-old/details_EleutherAI__gpt-j-6b,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
JingweiNi/magpie_creative_easy_dedup_filtered_train_max2_v1_0_of_8,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
shuohsuan/grasp_data_ts_50,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
yoonholee/completions_AIME2025_AIME2025-hint5_SolGen-easy-medium-mix,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
CircularBalls/tt641-v3-seedsweep-s3,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Alexislhb/mvs,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Erdiarifin17/Erdidataset95,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
WueNLP/belebele-fleurs-train-val-text,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Bohkulu/lontong,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Patil/base-edit-data,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
twoyoung/input,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
mlfoundations-dev/b2_code_length_eval_636d,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Reih02/behavior_v3_plus_conceal_v4,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Bairagi007/Images,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
JaredBailey/lerobot-yellow-brick-blue-rectangle-v4,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
kaiserbuffle/demonte3level,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
WueNLP/Synthdog-Multilingual-100,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
soctilge/6APBEgpUEzQGxxEv64,0,0,0,False,,access_restricted,access_restricted,"403 Client Error. (Request ID: Root=1-6a6a1ccf-5abe711a6bb9ad5f75b194f9;38226f95-b68a-494f-b868-da8001c0a556)

Cannot ac"
GazeMani2026/insert_toilet_paper,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
maxime-antoine-dev/fades-dataset,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
zjhhhh/iter2_7b_min_scores_adversary_26,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
spaicom-lab/semasia-model-registry,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
jomarie04/pokemon-battle-stats,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
vwxyzjn/generation_1725559750,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
howardzhao3/train24,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
liuyanchen1015/VALUE_wnli_uninflect,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
bysismo/Turkish_675k_Morfolojik_Kelime,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Moneerrashed/Lets_Go_Luna_AI_RVC_Collection,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Marvinge/jghjcyiry,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
ps25fhd/f36r3r825,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Battosai/SpreadsheetBench,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
felixZzz/bespoke_17k_overlap-teacher_len32k_response-0,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
jimmy-at-3am/soarm_chicken_task_fix1,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
antitheft159/788.159.252,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
MennaEssam/segmented_photos,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
CCTV-Vision-Team/7,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Q78KG/q78kgblog,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
andrewsiah/rewarded-Mistral-RM-for-RAFT-GSHF-v0_s0_e125,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
SoorajK1/Data_Analysis_Workflow_20240424_090833,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Divyaksh/relu-test,0,0,0,False,,access_restricted,access_restricted,"403 Client Error. (Request ID: Root=1-6a6a1cd0-4721bad322e995310159b15d;d659ce70-cc29-481b-ac0e-60f311570e70)

Cannot ac"
VGraf/generation_1741712329,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
appier-ai-research/multilingual-CulturalBench-Hard,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
An2789/marvel_my_new_dataset_for_test,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
AjitRawat/invoice,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
projecte-aina/CA-DE_Parallel_Corpus,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
daaxila/twitter-yueyue20008-2026.03.31-2038771958914097373-ds67sep-2VhJCt57-part1,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
oliviarmunoz/eval_data_transformed,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Caesarghj/hgrxdgdf,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
iyahNFT/iyah,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
itkin/my-food,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
electricsheepafrica/africa-dji-rainfall-subnational,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
nouhad/multiplication_test_1x10,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
CodeAtCMU/NaturalLanguageInstructions-120K,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
qwqttt/mlp,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
zjhhhh/iter2_ver2_adversary_min_expand_ver2_tokenized_gap_ratio_0.22_logprob,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Agentrix212AI/Ressources,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
OpenGVLab/AS-V2,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
CSCSXX/franka_sim_pick_lift_6,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
alielfilali01/masader4AOT-nano,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
aneeshas/imsdb-genre-movie-scripts,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
eysahdne/FJG_KfdkMxdR_zxw86,0,0,0,False,,access_restricted,access_restricted,"403 Client Error. (Request ID: Root=1-6a6a1cd0-30b354be2da83f8f33701700;f2668362-4f46-4d47-ac6e-7f89ec6ecf58)

Cannot ac"
Lui3ui3ui/lekiwi_plug_self_in_vol4_merged_300,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Ash77779/backup,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
hoangtm/common_voice_13_0_ja_pseudo_labelled,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
pravsels/groot_fold_tea_towel_v2_h264,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
mferraretto/fpfeval,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
mixipro/items_prompts_lite,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
killah-t-cell/multinose_train_controlnet_dataset,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
lighteval/boolq_helm,0,2,2,True,Criteri B: substantive_commits>=2 dispersos >=24.0h,classified,,
NaMa1994USA/ACES150,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
sergiogarcia212/3JGltS2x,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
extralit-dev/test_import_dataset_from_hub_with_classlabel_35112599-4792-45ca-a278-a95c18421d2d,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
alerterra/aid_diversion,0,0,0,False,,access_restricted,access_restricted,"403 Client Error. (Request ID: Root=1-6a6a1cd0-4dff33b12756a89a7a397ee7;02070857-0644-4e0e-867b-3a987c294987)

Cannot ac"
buschbd7/chapter_143B_general_statutes,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Nulkharim/215,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
FrankCCCCC/celeba_hq_256_latents,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
ChavyvAkvar/synthetic-trades-XRP-cleaned_params,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
maanas-writer/mem_agent-bertscore-checkpoint-1600-triviaqa-llama-memorization-val-c2048-t512-20s-agnostic,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
ameimei/test_g,2,1,2,True,Criteri A: tags>=2 amb commits substantius,classified,,
electricsheepafrica/africa-owid-per-capita-renewables,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
newmindai/EuroHPC-Legal,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
alec-x/Diversity-enhanced-survey-simulation,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
helenai/summarize-long-texts,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
nimocodes/Viginiti_Octo,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
HungVu2003/opt-350m_beta_0.5_alpha_0.0_num-company_3_dataset_1_for_gen_11,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
